verb,meaning,tense,pronoun,form,page
Courir,run,présent,Nous,courons,76
Courir,run,passé composé,Nous,avons couru,76
Courir,run,imparfait,Nous,courions,76
Courir,run,plus-que-parfait,Nous,avions couru,76
Courir,run,présent,Vous,courez,76
Courir,run,passé composé,Vous,avez couru,76
Courir,run,imparfait,Vous,couriez,76
Courir,run,plus-que-parfait,Vous,aviez couru,76
Courir,run,présent,Ils/elles,courent,76
Courir,run,passé composé,Ils/elles,ont couru,76
Courir,run,imparfait,Ils/elles,couraient,76
Courir,run,plus-que-parfait,Ils/elles,avaient couru,76
Courir,run,futur simple,Je,courrai,76
Courir,run,futur antérieur,J',aurai couru,76
Courir,run,futur simple,Tu,courras,76
Courir,run,futur antérieur,Tu,auras couru,76
Courir,run,futur simple,Il/elle,courra,76
Courir,run,futur antérieur,Il/elle,aura couru,76
Courir,run,futur simple,Nous,courrons,76
Courir,run,futur antérieur,Nous,aurons couru,76
Courir,run,futur simple,Vous,courrez,76
Courir,run,futur antérieur,Vous,aurez couru,76
Courir,run,futur simple,Ils/elles,courront,76
Courir,run,futur antérieur,Ils/elles,auront couru,76
Courir,run,conditionnel présent,Je,courrais,76
Courir,run,conditionnel passé,J',aurais couru,76
Courir,run,conditionnel présent,Tu,courrais,76
Courir,run,conditionnel passé,Tu,aurais couru,76
Courir,run,conditionnel présent,Il/elle,courrait,76
Courir,run,conditionnel passé,Il/elle,aurait couru,76
Courir,run,conditionnel présent,Nous,courrions,76
Courir,run,conditionnel passé,Nous,aurions couru,76
Courir,run,conditionnel présent,Vous,courriez,76
Courir,run,conditionnel passé,Vous,auriez couru,76
Courir,run,conditionnel présent,Ils/elles,courraient,76
Courir,run,conditionnel passé,Ils/elles,auraient couru,76
Courir,run,subjonctif présent,Que je,coure,76
Courir,run,impératif présent,Tu,Cours,76
Courir,run,subjonctif présent,Que tu,coures,76
Courir,run,impératif présent,Nous,Courons,76
Courir,run,subjonctif présent,Qu'il/elle,coure,76
Courir,run,impératif présent,Vous,Courez,76
Courir,run,subjonctif présent,Que nous,courions,76
Courir,run,subjonctif présent,Que vous,couriez,76
Courir,run,subjonctif présent,Qu'ils/elles,courent,76
Croire,believe,présent,Je,crois,77
Croire,believe,passé composé,J',ai cru,77
Croire,believe,imparfait,Je,croyais,77
Croire,believe,plus-que-parfait,J',avais cru,77
Croire,believe,présent,Tu,crois,77
Croire,believe,passé composé,Tu,as cru,77
Croire,believe,imparfait,Tu,croyais,77
Croire,believe,plus-que-parfait,Tu,avais cru,77
Croire,believe,présent,Il/elle,croit,77
Croire,believe,passé composé,Il/elle,a cru,77
Croire,believe,imparfait,Il/elle,croyait,77
Croire,believe,plus-que-parfait,Il/elle,avait cru,77
Croire,believe,présent,Nous,croyons,77
Croire,believe,passé composé,Nous,avons cru,77
Croire,believe,imparfait,Nous,croyions,77
Croire,believe,plus-que-parfait,Nous,avions cru,77
Croire,believe,présent,Vous,croyez,77
Croire,believe,passé composé,Vous,avez cru,77
Croire,believe,imparfait,Vous,croyiez,77
Croire,believe,plus-que-parfait,Vous,aviez cru,77
Croire,believe,présent,Ils/elles,croient,77
Croire,believe,passé composé,Ils/elles,ont cru,77
Croire,believe,imparfait,Ils/elles,croyaient,77
Croire,believe,plus-que-parfait,Ils/elles,avaient cru,77
Croire,believe,futur simple,Je,croirai,77
Croire,believe,futur antérieur,J',aurai cru,77
Croire,believe,futur simple,Tu,croiras,77
Croire,believe,futur antérieur,Tu,auras cru,77
Croire,believe,futur simple,Il/elle,croira,77
Croire,believe,futur antérieur,Il/elle,aura cru,77
Croire,believe,futur simple,Nous,croirons,77
Croire,believe,futur antérieur,Nous,aurons cru,77
Croire,believe,futur simple,Vous,croirez,77
Croire,believe,futur antérieur,Vous,aurez cru,77
Croire,believe,futur simple,Ils/elles,croiront,77
Croire,believe,futur antérieur,Ils/elles,auront cru,77
Croire,believe,conditionnel présent,Je,croirais,77
Croire,believe,conditionnel passé,J',aurais cru,77
Croire,believe,conditionnel présent,Tu,croirais,77
Croire,believe,conditionnel passé,Tu,aurais cru,77
Croire,believe,conditionnel présent,Il/elle,croirait,77
Croire,believe,conditionnel passé,Il/elle,aurait cru,77
Croire,believe,conditionnel présent,Nous,croirions,77
Croire,believe,conditionnel passé,Nous,aurions cru,77
Croire,believe,conditionnel présent,Vous,croiriez,77
Croire,believe,conditionnel passé,Vous,auriez cru,77
Croire,believe,conditionnel présent,Ils/elles,croiraient,77
Croire,believe,conditionnel passé,Ils/elles,auraient cru,77
Croire,believe,subjonctif présent,Que je,croie,77
Croire,believe,impératif présent,Tu,Crois,77
Croire,believe,subjonctif présent,Que tu,croies,77
Croire,believe,impératif présent,Nous,Croyons,77
Croire,believe,subjonctif présent,Qu'il/elle,croie,77
Croire,believe,impératif présent,Vous,Croyez,77
Croire,believe,subjonctif présent,Que nous,croyions,77
Croire,believe,subjonctif présent,Que vous,croyiez,77
Croire,believe,subjonctif présent,Qu'ils/elles,croient,77
Cueillir,pick,présent,Je,cueille,78
Cueillir,pick,passé composé,J',ai cueilli,78
Cueillir,pick,imparfait,Je,cueillais,78
Cueillir,pick,plus-que-parfait,J',avais cueilli,78
Cueillir,pick,présent,Tu,cueilles,78
Cueillir,pick,passé composé,Tu,as cueilli,78
Cueillir,pick,imparfait,Tu,cueillais,78
Cueillir,pick,plus-que-parfait,Tu,avais cueilli,78
Cueillir,pick,présent,Il/elle,cueille,78
Cueillir,pick,passé composé,Il/elle,a cueilli,78
Cueillir,pick,imparfait,Il/elle,cueillait,78
Cueillir,pick,plus-que-parfait,Il/elle,avait cueilli,78
Cueillir,pick,présent,Nous,cueillons,78
Cueillir,pick,passé composé,Nous,avons cueilli,78
Cueillir,pick,imparfait,Nous,cueillions,78
Cueillir,pick,plus-que-parfait,Nous,avions cueilli,78
Cueillir,pick,présent,Vous,cueillez,78
Cueillir,pick,passé composé,Vous,avez cueilli,78
Cueillir,pick,imparfait,Vous,cueilliez,78
Cueillir,pick,plus-que-parfait,Vous,aviez cueilli,78
Cueillir,pick,présent,Ils/elles,cueillent,78
Cueillir,pick,passé composé,Ils/elles,ont cueilli,78
Cueillir,pick,imparfait,Ils/elles,cueillaient,78
Cueillir,pick,plus-que-parfait,Ils/elles,avaient cueilli,78
Cueillir,pick,futur simple,Je,cueillerai,78
Cueillir,pick,futur antérieur,J',aurai cueilli,78
Cueillir,pick,futur simple,Tu,cueilleras,78
Cueillir,pick,futur antérieur,Tu,auras cueilli,78
Cueillir,pick,futur simple,Il/elle,cueillera,78
Cueillir,pick,futur antérieur,Il/elle,aura cueilli,78
Cueillir,pick,futur simple,Nous,cueillerons,78
Cueillir,pick,futur antérieur,Nous,aurons cueilli,78
Cueillir,pick,futur simple,Vous,cueillerez,78
Cueillir,pick,futur antérieur,Vous,aurez cueilli,78
Cueillir,pick,futur simple,Ils/elles,cueilleront,78
Cueillir,pick,futur antérieur,Ils/elles,auront cueilli,78
Cueillir,pick,conditionnel présent,Je,cueillerais,78
Cueillir,pick,conditionnel passé,J',aurais cueilli,78
Cueillir,pick,conditionnel présent,Tu,cueillerais,78
Cueillir,pick,conditionnel passé,Tu,aurais cueilli,78
Cueillir,pick,conditionnel présent,Il/elle,cueillerait,78
Cueillir,pick,conditionnel passé,Il/elle,aurait cueilli,78
Cueillir,pick,conditionnel présent,Nous,cueillerions,78
Cueillir,pick,conditionnel passé,Nous,aurions cueilli,78
Cueillir,pick,conditionnel présent,Vous,cueilleriez,78
Cueillir,pick,conditionnel passé,Vous,auriez cueilli,78
Cueillir,pick,conditionnel présent,Ils/elles,cueilleraient,78
Cueillir,pick,conditionnel passé,Ils/elles,auraient cueilli,78
Cueillir,pick,subjonctif présent,Que je,cueille,78
Cueillir,pick,impératif présent,Tu,Cueille,78
Cueillir,pick,subjonctif présent,Que tu,cueilles,78
Cueillir,pick,impératif présent,Nous,Cueillons,78
Cueillir,pick,subjonctif présent,Qu'il/elle,cueille,78
Cueillir,pick,impératif présent,Vous,Cueillez,78
Cueillir,pick,subjonctif présent,Que nous,cueillions,78
Cueillir,pick,subjonctif présent,Que vous,cueilliez,78
Cueillir,pick,subjonctif présent,Qu'ils/elles,cueillent,78
Devoir,have to,présent,Je,dois,79
Devoir,have to,passé composé,J',ai dû,79
Devoir,have to,imparfait,Je,devais,79
Devoir,have to,plus-que-parfait,J',avais dû,79
Devoir,have to,présent,Tu,dois,79
Devoir,have to,passé composé,Tu,as dû,79
Devoir,have to,imparfait,Tu,devais,79
Devoir,have to,plus-que-parfait,Tu,avais dû,79
Devoir,have to,présent,Il/elle,doit,79
Devoir,have to,passé composé,Il/elle,a dû,79
Devoir,have to,imparfait,Il/elle,devait,79
Devoir,have to,plus-que-parfait,Il/elle,avait dû,79
Devoir,have to,présent,Nous,devons,79
Devoir,have to,passé composé,Nous,avons dû,79
Devoir,have to,imparfait,Nous,devions,79
Devoir,have to,plus-que-parfait,Nous,avions dû,79
Devoir,have to,présent,Vous,devez,79
Devoir,have to,passé composé,Vous,avez dû,79
Devoir,have to,imparfait,Vous,deviez,79
Devoir,have to,plus-que-parfait,Vous,aviez dû,79
Devoir,have to,présent,Ils/elles,doivent,79
Devoir,have to,passé composé,Ils/elles,ont dû,79
Devoir,have to,imparfait,Ils/elles,devaient,79
Devoir,have to,plus-que-parfait,Ils/elles,avaient dû,79
Devoir,have to,futur simple,Je,devrai,79
Devoir,have to,futur antérieur,J',aurai dû,79
Devoir,have to,futur simple,Tu,devras,79
Devoir,have to,futur antérieur,Tu,auras dû,79
Devoir,have to,futur simple,Il/elle,devra,79
Devoir,have to,futur antérieur,Il/elle,aura dû,79
Devoir,have to,futur simple,Nous,devrons,79
Devoir,have to,futur antérieur,Nous,aurons dû,79
Devoir,have to,futur simple,Vous,devrez,79
Devoir,have to,futur antérieur,Vous,aurez dû,79
Devoir,have to,futur simple,Ils/elles,devront,79
Devoir,have to,futur antérieur,Ils/elles,auront dû,79
Devoir,have to,conditionnel présent,Je,devrais,79
Devoir,have to,conditionnel passé,J',aurais dû,79
Devoir,have to,conditionnel présent,Tu,devrais,79
Devoir,have to,conditionnel passé,Tu,aurais dû,79
Devoir,have to,conditionnel présent,Il/elle,devrait,79
Devoir,have to,conditionnel passé,Il/elle,aurait dû,79
Devoir,have to,conditionnel présent,Nous,devrions,79
Devoir,have to,conditionnel passé,Nous,aurions dû,79
Devoir,have to,conditionnel présent,Vous,devriez,79
Devoir,have to,conditionnel passé,Vous,auriez dû,79
Devoir,have to,conditionnel présent,Ils/elles,devraient,79
Devoir,have to,conditionnel passé,Ils/elles,auraient dû,79
Devoir,have to,subjonctif présent,Que je,doive,79
Devoir,have to,impératif présent,Tu,Dois,79
Devoir,have to,subjonctif présent,Que tu,doives,79
Devoir,have to,impératif présent,Nous,Devons,79
Devoir,have to,subjonctif présent,Qu'il/elle,doive,79
Devoir,have to,impératif présent,Vous,Devez,79
Devoir,have to,subjonctif présent,Que nous,devions,79
Devoir,have to,subjonctif présent,Que vous,deviez,79
Devoir,have to,subjonctif présent,Qu'ils/elles,doivent,79
Déplaire,displease,présent,Je,déplais,80
Déplaire,displease,passé composé,J',ai déplu,80
Déplaire,displease,imparfait,Je,déplaisais,80
Déplaire,displease,plus-que-parfait,J',avais déplu,80
Déplaire,displease,présent,Tu,déplais,80
Déplaire,displease,passé composé,Tu,as déplu,80
Déplaire,displease,imparfait,Tu,déplaisais,80
Déplaire,displease,plus-que-parfait,Tu,avais déplu,80
Déplaire,displease,présent,Il/elle,déplaît,80
Déplaire,displease,passé composé,Il/elle,a déplu,80
Déplaire,displease,imparfait,Il/elle,déplaisait,80
Déplaire,displease,plus-que-parfait,Il/elle,avait déplu,80
Déplaire,displease,présent,Nous,déplaisons,80
Déplaire,displease,passé composé,Nous,avons déplu,80
Déplaire,displease,imparfait,Nous,déplaisons,80
Déplaire,displease,plus-que-parfait,Nous,avions déplu,80
Déplaire,displease,présent,Vous,déplaisez,80
Déplaire,displease,passé composé,Vous,avez déplu,80
Déplaire,displease,imparfait,Vous,déplaisez,80
Déplaire,displease,plus-que-parfait,Vous,aviez déplu,80
Déplaire,displease,présent,Ils/elles,déplaisent,80
Déplaire,displease,passé composé,Ils/elles,ont déplu,80
Déplaire,displease,imparfait,Ils/elles,déplaisaient,80
Déplaire,displease,plus-que-parfait,Ils/elles,avaient déplu,80
Déplaire,displease,futur simple,Je,déplairai,80
Déplaire,displease,futur antérieur,J',aurai déplu,80
Déplaire,displease,futur simple,Tu,déplairas,80
Déplaire,displease,futur antérieur,Tu,auras déplu,80
Déplaire,displease,futur simple,Il/elle,déplaira,80
Déplaire,displease,futur antérieur,Il/elle,aura déplu,80
Déplaire,displease,futur simple,Nous,déplairons,80
Déplaire,displease,futur antérieur,Nous,aurons déplu,80
Déplaire,displease,futur simple,Vous,déplairez,80
Déplaire,displease,futur antérieur,Vous,aurez déplu,80
Déplaire,displease,futur simple,Ils/elles,déplairont,80
Déplaire,displease,futur antérieur,Ils/elles,auront déplu,80
Déplaire,displease,conditionnel présent,Je,déplairais,80
Déplaire,displease,conditionnel passé,J',aurais déplu,80
Déplaire,displease,conditionnel présent,Tu,déplairais,80
Déplaire,displease,conditionnel passé,Tu,aurais déplu,80
Déplaire,displease,conditionnel présent,Il/elle,déplairait,80
Déplaire,displease,conditionnel passé,Il/elle,aurait déplu,80
Déplaire,displease,conditionnel présent,Nous,déplairions,80
Déplaire,displease,conditionnel passé,Nous,aurions déplu,80
Déplaire,displease,conditionnel présent,Vous,déplairiez,80
Déplaire,displease,conditionnel passé,Vous,auriez déplu,80
Déplaire,displease,conditionnel présent,Ils/elles,déplairaient,80
Déplaire,displease,conditionnel passé,Ils/elles,auraient déplu,80
Déplaire,displease,subjonctif présent,Que je,déplaise,80
Déplaire,displease,impératif présent,Tu,Déplais,80
Déplaire,displease,subjonctif présent,Que tu,déplaises,80
Déplaire,displease,impératif présent,Nous,Déplaisons,80
Déplaire,displease,subjonctif présent,Qu'il/elle,déplaise,80
Déplaire,displease,impératif présent,Vous,Déplaisez,80
Déplaire,displease,subjonctif présent,Que nous,déplaisions,80
Déplaire,displease,subjonctif présent,Que vous,déplaisiez,80
Déplaire,displease,subjonctif présent,Qu'ils/elles,déplaisent,80
Dire,say / To tell,présent,Je,dis,81
Dire,say / To tell,passé composé,J',ai dit,81
Dire,say / To tell,imparfait,Je,disais,81
Dire,say / To tell,plus-que-parfait,J',avais dit,81
Dire,say / To tell,présent,Tu,dis,81
Dire,say / To tell,passé composé,Tu,as dit,81
Dire,say / To tell,imparfait,Tu,disais,81
Dire,say / To tell,plus-que-parfait,Tu,avais dit,81
Dire,say / To tell,présent,Il/elle,dit,81
Dire,say / To tell,passé composé,Il/elle,a dit,81
Dire,say / To tell,imparfait,Il/elle,disait,81
Dire,say / To tell,plus-que-parfait,Il/elle,avait dit,81
Dire,say / To tell,présent,Nous,disons,81
Dire,say / To tell,passé composé,Nous,avons dit,81
Dire,say / To tell,imparfait,Nous,disions,81
Dire,say / To tell,plus-que-parfait,Nous,avions dit,81
Dire,say / To tell,présent,Vous,dites,81
Dire,say / To tell,passé composé,Vous,avez dit,81
Dire,say / To tell,imparfait,Vous,disiez,81
Dire,say / To tell,plus-que-parfait,Vous,aviez dit,81
Dire,say / To tell,présent,Ils/elles,disent,81
Dire,say / To tell,passé composé,Ils/elles,ont dit,81
Dire,say / To tell,imparfait,Ils/elles,disaient,81
Dire,say / To tell,plus-que-parfait,Ils/elles,avaient dit,81
Dire,say / To tell,futur simple,Je,dirai,81
Dire,say / To tell,futur antérieur,J',aurai dit,81
Dire,say / To tell,futur simple,Tu,diras,81
Dire,say / To tell,futur antérieur,Tu,auras dit,81
Dire,say / To tell,futur simple,Il/elle,dira,81
Dire,say / To tell,futur antérieur,Il/elle,aura dit,81
Dire,say / To tell,futur simple,Nous,dirons,81
Dire,say / To tell,futur antérieur,Nous,aurons dit,81
Dire,say / To tell,futur simple,Vous,direz,81
Dire,say / To tell,futur antérieur,Vous,aurez dit,81
Dire,say / To tell,futur simple,Ils/elles,diront,81
Dire,say / To tell,futur antérieur,Ils/elles,auront dit,81
Dire,say / To tell,conditionnel présent,Je,dirais,81
Dire,say / To tell,conditionnel passé,J',aurais dit,81
Dire,say / To tell,conditionnel présent,Tu,dirais,81
Dire,say / To tell,conditionnel passé,Tu,aurais dit,81
Dire,say / To tell,conditionnel présent,Il/elle,dirait,81
Dire,say / To tell,conditionnel passé,Il/elle,aurait dit,81
Dire,say / To tell,conditionnel présent,Nous,dirions,81
Dire,say / To tell,conditionnel passé,Nous,aurions dit,81
Dire,say / To tell,conditionnel présent,Vous,diriez,81
Dire,say / To tell,conditionnel passé,Vous,auriez dit,81
Dire,say / To tell,conditionnel présent,Ils/elles,diraient,81
Dire,say / To tell,conditionnel passé,Ils/elles,auraient dit,81
Dire,say / To tell,subjonctif présent,Que je,dise,81
Dire,say / To tell,impératif présent,Tu,Dis,81
Dire,say / To tell,subjonctif présent,Que tu,dises,81
Dire,say / To tell,impératif présent,Nous,Disons,81
Dire,say / To tell,subjonctif présent,Qu'il/elle,dise,81
Dire,say / To tell,impératif présent,Vous,Dites,81
Dire,say / To tell,subjonctif présent,Que nous,disons,81
Dire,say / To tell,subjonctif présent,Que vous,disiez,81
Dire,say / To tell,subjonctif présent,Qu'ils/elles,disent,81
Dormir,sleep,présent,Je,dors,82
Dormir,sleep,passé composé,J',ai dormi,82
Dormir,sleep,imparfait,Je,dormais,82
Dormir,sleep,plus-que-parfait,J',avais dormi,82
Dormir,sleep,présent,Tu,dors,82
Dormir,sleep,passé composé,Tu,as dormi,82
Dormir,sleep,imparfait,Tu,dormais,82
Dormir,sleep,plus-que-parfait,Tu,avais dormi,82
Dormir,sleep,présent,Il/elle,dort,82
Dormir,sleep,passé composé,Il/elle,a dormi,82
Dormir,sleep,imparfait,Il/elle,dormait,82
Dormir,sleep,plus-que-parfait,Il/elle,avait dormi,82
Dormir,sleep,présent,Nous,dormons,82
Dormir,sleep,passé composé,Nous,avons dormi,82
Dormir,sleep,imparfait,Nous,dormions,82
Dormir,sleep,plus-que-parfait,Nous,avions dormi,82
Dormir,sleep,présent,Vous,dormez,82
Dormir,sleep,passé composé,Vous,avez dormi,82
Dormir,sleep,imparfait,Vous,dormiez,82
Dormir,sleep,plus-que-parfait,Vous,aviez dormi,82
Dormir,sleep,présent,Ils/elles,dorment,82
Dormir,sleep,passé composé,Ils/elles,ont dormi,82
Dormir,sleep,imparfait,Ils/elles,dormaient,82
Dormir,sleep,plus-que-parfait,Ils/elles,avaient dormi,82
Dormir,sleep,futur simple,Je,dormirai,82
Dormir,sleep,futur antérieur,J',aurai dormi,82
Dormir,sleep,futur simple,Tu,dormiras,82
Dormir,sleep,futur antérieur,Tu,auras dormi,82
Dormir,sleep,futur simple,Il/elle,dormira,82
Dormir,sleep,futur antérieur,Il/elle,aura dormi,82
Dormir,sleep,futur simple,Nous,dormirons,82
Dormir,sleep,futur antérieur,Nous,aurons dormi,82
